2.1303,-2.9127,1.0306,4.6458,-1.7949,1.7703,1.5493,1.2565,-1.4154,3.815,0.43819,-2.0865,0.29307,2.8009,-1.0572,2.0092,-0.89843,0.1439,-0.20266,1.0434,-1.4071,-4.581,7.3116,2.6681,-1.3652,-0.98531,0.281,1.8427,3.2255,-0.34551,1.6368,2.215,1.63,-2.9153,2.304,0.80813,1.9426,0.79368,0.8966,-3.0092,1.0817,1.7085,-0.75965,-0.922,1.9585,-0.49943,1.2047,-0.16196,4.4299
-1.7674,1.7612,0.030925,-1.2788,0.33381,2.0335,-2.2242,-4.3392,0.76946,-4.7945,-5.7736,1.6785,-0.43939,-2.3888,0.68172,-0.96824,-2.23,-0.3323,-4.1242,-1.2148,-1.5355,-2.4141,-0.044894,-2.1262,3.0969,-2.4564,-0.50498,-4.6953,-1.9588,-0.23703,-1.7343,-0.67626,0.77379,2.518,-1.1036,0.11692,-0.62113,-1.3239,1.3394,-1.0782,-2.5803,-0.77802,-1.965,-3.0609,1.0674,-1.5486,3.5403,0.33056,2.5624
1.5625,-0.45624,-1.8115,-3.4773,-2.004,-0.31962,1.3937,1.4426,-2.0906,0.68203,0.47197,-3.9459,-1.9925,-1.4661,-2.2381,-1.1102,-1.3667,-1.5743,-1.7398,-2.0944,-2.2176,2.0986,0.58443,2.4618,1.7707,1.4148,2.6286,0.17296,0.49487,1.2486,-0.85937,2.0742,-0.90186,-0.53174,0.52801,0.51734,0.83956,-1.8537,1.504,0.93447,3.1266,2.0646,2.8674,0.88436,0.70392,0.050569,0.32347,0.50919,-1.8694
1.9963,0.32968,-3.7032,-5.8721,-1.4596,-2.7198,-1.281,0.37644,3.9461,3.8607,-3.3164,2.873,3.7963,-0.61648,-2.0041,0.30527,0.14275,-1.6226,-2.2556,-0.40659,-0.099038,-2.3943,-0.7827,0.73324,-2.299,0.039658,-2.9258,1.297,0.59757,-4.2746,-0.53443,0.82776,-1.9027,-3.4193,1.4088,0.48217,1.5893,-0.78973,4.8284,1.7754,1.3283,-1.4941,0.80517,0.90177,2.2033,1.4568,2.446,2.5052,0.35531
-2.9849,-5.094,0.0091054,1.8378,1.3093,0.83791,-0.54706,-0.54251,-0.25983,-5.7115,-0.074449,-0.1416,-2.525,-1.3775,-0.1838,-0.45891,-0.48664,1.946,2.7903,-1.5307,0.48419,1.7236,-1.6579,-0.5038,-0.25747,-2.6954,0.87829,0.40508,-1.4755,-2.4295,-0.50334,-0.31562,2.6672,-1.1236,-0.82408,0.41142,-1.5934,-1.3024,-0.64816,0.55672,0.32812,-0.73896,-0.067043,-1.3335,-1.5363,-4.1365,0.15003,2.0448,-5.7363
1.0394,3.1177,1.8769,-1.0921,2.4369,0.20588,-0.18893,0.29602,-2.955,2.1823,-0.78189,-4.1766,-0.44212,0.95217,-0.26417,-0.057119,-0.97705,-1.7567,-0.53103,0.73368,-0.9266,-5.9329,1.0215,1.1824,-0.55226,6.8425,2.7984,1.7001,2.0487,4.3108,3.0096,1.0762,-0.23237,8.2224,1.1129,2.4242,3.042,-3.0007,2.9875,-3.1693,0.94754,0.14674,2.4083,1.6264,5.0551,2.0355,-5.134,1.6881,0.44076
-1.1954,1.6318,-0.79154,3.1953,-0.27356,-0.20342,3.9999,0.59055,3.0216,1.1737,4.1159,-1.3791,0.8215,-1.0935,-1.4535,-0.02654,0.75538,2.4032,-1.7927,0.17086,3.2609,0.38989,2.0624,-1.019,3.04,-1.649,-0.67912,0.44984,0.94092,-0.78584,2.211,-1.5646,-0.056819,1.0269,1.4128,-0.50869,0.025955,1.2761,-0.23601,-0.95783,0.70817,-1.8906,-2.0031,0.86785,-1.4324,-0.90912,2.4737,-1.3788,-4.3226
0.81568,0.20298,2.3394,-2.106,-0.16157,-4.318,-0.87382,-0.49621,2.1018,-0.7406,-1.0708,-0.84386,-2.6913,-2.3773,1.6798,-0.22799,0.9233,0.56296,-1.2842,-2.0301,0.64264,4.3745,-2.4673,-1.8746,0.0088538,-1.9601,0.38669,-0.87091,-6.6568,-1.213,-0.63176,-2.4457,1.1287,0.66577,-0.62171,-1.9003,-1.4462,1.8793,-0.77032,-2.9385,-1.6123,-2.5994,-1.524,-2.7775,-2.7136,-0.15209,0.51436,-3.8379,-0.58586
0.55948,-0.82978,0.73476,-0.53285,-0.51159,4.0645,-3.1274,3.7451,2.552,-3.7768,-1.8948,2.9047,-0.63124,2.332,3.636,0.74572,-0.70039,3.5525,-0.36888,-1.6909,-1.8029,1.4135,0.45299,-0.63013,-0.71737,-0.96038,-0.87002,-0.96258,0.12472,0.71977,0.3459,-0.63369,-0.79789,-1.0207,0.59396,-1.0057,-2.3276,1.4326,-0.29536,1.8514,2.402,-0.81312,-1.4105,-2.0661,0.69747,1.4322,0.18272,-3.4827,-0.57404
-0.62485,-0.28984,1.33,-4.376,0.49904,2.7146,1.924,-1.3293,2.0524,-1.7747,3.0553,-0.76426,-2.0596,2.0203,0.56506,-0.32551,1.4236,0.3017,-1.8828,-0.81492,1.5445,-0.37609,-3.3781,0.73653,0.93796,-1.1496,3.2774,-0.37391,-1.8102,-1.9373,-2.4703,-2.6215,-5.0811,0.089016,-0.6588,1.1516,-1.6066,-2.725,-0.30281,-1.6784,-1.964,-0.12222,-0.9407,-1.5,-0.18605,-1.0111,1.1757,3.078,-2.5462
