-1.5449,0.95472,-2.3294,0.43157,6.2999,-0.39604,0.11687,-2.1006,-0.32858,-1.1687,0.01424,-2.6,-0.58404,0.56271,2.0182,2.7085,-0.001679,-0.11256,1.2933,1.0625,-0.17641,0.63851,-1.448,1.5027,1.425,-1.4987,1.6433,0.64988,2.0376,-1.0962,0.93256,0.042975,1.1083,-4.3201,-1.6748,-4.3309,1.2217,2.0676,4.6218,3.3653,3.7782,1.3122,0.91809,2.2206,-2.7537,-1.4526,3.9834,0.24496,-1.8575,3.5466,-3.5705,0.36636,-4.3986,1.3184,-1.5422,-2.6223,2.7544,-1.0208,2.534,1.8453,0.20737,2.4478,-4.7401,-3.1115,-1.3601,-0.076973,-1.7727,-2.2881,1.198,1.6862,-1.8853,0.66002,0.42228,2.6813,1.9167,-2.1376,-1.0544,0.85819,5.9269,1.1366,0.48557,1.4349,-3.4324,2.1587,-1.2478,0.36033,0.9458,-1.2282,-0.47211,0.80628,1.3972,0.029965,1.3977,0.62121,-1.578,-0.38056,5.5968,-2.5365,0.41494,0.62286
-1.9292,-0.68784,0.93876,0.0041066,4.2992,1.0808,0.42257,-1.8788,1.9805,-1.29,2.6445,-1.6883,2.7396,0.57204,1.3928,-0.99816,1.494,2.3098,2.6712,2.255,-1.7627,1.3391,-0.48977,2.653,-0.37555,-1.8479,1.7106,0.71423,0.243,-1.7778,-2.291,-2.3349,-1.0945,-3.5959,-1.3615,-4.8689,5.1941,6.2192,1.8857,3.1458,4.3354,-0.93601,0.98749,4.8457,-1.7883,-1.1826,4.8898,-0.13174,-3.6307,1.1033,-1.596,1.0122,-2.4783,1.3175,-2.7036,-4.02,1.9629,-3.0393,1.2666,-0.25701,1.6883,6.4007,-4.9787,-0.66008,-0.42725,-3.4088,0.55216,-1.8343,-1.2661,-1.3586,1.0681,2.0421,0.76045,0.76868,2.4872,-3.8471,1.6266,-0.22084,3.4243,-1.0189,2.5699,-0.46142,-1.2741,4.3985,1.8265,1.6369,-0.54087,0.051889,0.086143,-0.60853,1.8685,-1.3501,-0.3294,2.7816,-0.84395,-0.55888,2.7644,-2.8103,-2.5907,3.8797
-0.27341,1.4041,-1.4821,0.86001,2.8588,2.1199,-0.69194,-2.7221,-0.69289,-2.207,1.8894,-1.5405,1.5694,-0.01648,-0.21071,-1.2762,0.79512,1.149,-1.3237,-0.12474,-2.8099,1.1025,-0.87171,1.1382,0.9183,-4.0042,1.3988,1.5872,-1.9967,-2.5952,2.6003,-0.8215,2.41,-2.5881,-1.5618,-3.4639,-0.42972,2.9423,3.116,1.2333,3.6856,1.0095,2.8937,0.70955,-2.519,-0.14359,2.4834,-3.7153,-2.431,1.4203,-1.3822,-0.97483,-2.5481,-0.88843,-1.0868,-2.5386,2.7736,-0.72816,1.7511,0.60189,0.052439,3.4895,-3.0361,0.8431,0.0069125,-2.7892,1.0762,-1.9012,0.37915,-0.0060936,0.15019,-0.40368,-1.3209,0.32495,-0.16853,-5.013,2.3587,-1.1229,1.844,-2.7076,2.8395,-2.7787,-0.69172,5.2754,-0.10495,-1.2281,-0.68402,3.4067,-3.1227,1.5856,3.3518,-0.33279,3.1951,3.2096,1.8789,-2.6213,3.953,-1.8429,2.8458,1.7419
-2.2368,3.7872,-0.55601,-3.2481,-0.57359,2.0021,-7.361,-3.3161,1.4114,-2.3223,5.7014,-0.50859,1.738,-5.2759,0.096434,-0.40678,4.4094,0.72885,2.8536,0.15007,-1.8585,2.302,0.51982,-0.98337,1.0923,-1.6525,-1.0346,-0.45605,0.93888,-3.415,-1.8565,-3.6151,2.3462,-2.7006,-3.9729,-6.7029,1.7655,1.0352,4.0224,-2.9206,4.7851,-0.52611,3.7312,1.7854,-3.7637,3.2289,1.0429,-3.1092,0.43605,1.3053,0.37595,1.5941,-3.4868,1.0177,1.0497,-3.3479,4.6841,-3.0107,0.92049,-0.48322,0.84786,5.3463,0.23319,-2.1408,0.89492,-0.69245,0.86734,0.56825,-1.8397,-0.60142,-2.0267,1.5292,1.3515,-1.1147,-0.13396,-5.0602,0.72453,-0.58081,1.0377,-2.9108,1.0976,-1.0942,-3.0844,2.5444,-1.1072,-0.3285,0.9515,1.5819,-2.415,-0.27932,3.042,0.21003,0.54134,3.0966,-0.94339,-3.5472,2.3632,-0.8702,-0.48849,1.7932
-0.47927,1.148,-0.55402,0.080311,2.4621,1.5844,-3.3628,-1.4551,0.15637,-0.90506,3.5571,-0.79941,0.56773,-1.0026,0.61843,-0.3692,2.0617,-0.54284,4.4905,1.0394,-0.036474,1.0667,-2.1416,-0.38256,1.5805,-0.91407,3.0592,-1.8908,0.3261,-1.261,3.5028,-1.7653,1.8249,-2.1237,-2.3044,-5.1283,2.4203,2.6639,4.4977,2.8716,1.9855,-0.86355,2.1303,-0.56288,-1.9326,-0.18466,2.2145,-3.1492,-1.6984,1.6992,0.021754,-0.30992,-3.1738,0.52863,-1.0288,-2.6438,2.8693,-2.6308,2.0507,1.0674,0.5696,6.0548,-2.2659,-3.0834,2.8365,-1.7366,0.14691,-0.62328,-1.3987,-0.72206,-0.64675,0.9294,-1.32,-0.9364,-0.0011911,-6.3617,1.9811,0.66954,2.911,-0.55946,3.1511,-3.6942,-3.0089,3.7814,-1.2606,-0.5972,-0.29291,1.2612,-0.43989,-1.2342,1.4746,-2.1414,2.3449,1.4209,0.013123,-0.9387,1.8749,-2.2814,0.46951,1.5889
0.65719,5.1649,-2.8135,1.112,3.3059,2.0233,-2.1613,-0.26067,0.97279,-2.2773,0.14837,-2.1108,3.5928,-4.0247,2.1949,1.8629,-0.004858,0.65812,-0.087936,0.41557,-2.4214,1.3666,-1.0133,2.4835,0.23961,-0.77027,1.4309,-2.0735,-0.45676,-0.18425,-0.65948,-3.243,3.1344,-2.0045,-3.625,-3.2306,2.1118,4.5195,0.66695,-0.88763,0.87637,-0.11494,4.4135,3.1991,-1.4248,-0.56965,1.3885,-1.5498,-1.0071,1.7776,-2.2636,-0.17472,-1.0994,-0.54383,-0.7214,-1.6627,1.4273,-1.1315,0.050756,-2.3407,3.5447,6.317,-0.10449,-4.1737,-1.815,0.27351,0.9595,-2.3215,3.2511,-0.069301,1.4304,-0.48353,-0.83858,0.11402,-1.844,-2.4782,2.2932,2.2858,3.5436,2.5492,4.1361,-1.77,-1.8374,1.8386,0.15689,-0.121,1.244,-0.11801,0.68293,0.22137,2.6133,0.28429,3.341,2.2926,-2.7862,-0.82377,4.5905,-0.82912,-0.35796,3.4456
0.58554,1.9024,-0.70438,1.1214,3.6577,1.7327,-5.0588,-0.93729,-0.35942,-3.629,1.2205,-4.0156,2.6059,-0.32773,-1.6079,-0.77631,1.4076,3.366,0.27516,0.95163,0.030794,1.6179,1.8244,-1.1477,-0.19608,-2.084,-0.97494,-1.355,0.55816,-2.1761,-0.61661,-4.1606,2.8722,-1.2187,-0.58169,-4.5988,1.9027,3.6572,2.0818,-0.75679,3.344,-1.1491,1.4653,1.4342,-2.3014,1.5974,2.0546,-0.38736,-1.9384,4.0431,-1.8504,-1.2024,-3.8645,1.8756,-1.7527,-2.0591,1.2242,-4.7352,2.5527,-1.03,2.3106,3.1361,-2.4958,-2.6638,0.74088,-3.1524,-0.39818,-0.70865,-1.6657,-0.056877,-1.2099,0.51736,-0.33168,0.18692,1.5558,-3.0303,-0.80356,-0.18934,4.1231,-0.7015,1.8131,-2.5628,-4.8114,3.4748,0.42476,-0.36534,1.8474,1.2291,-3.8138,-2.4425,1.7936,1.2205,3.8287,0.49673,0.55944,-2.7283,1.404,-3.1285,0.44093,2.4741
0.092834,2.6235,-2.3669,1.5111,1.2481,2.0311,-1.568,-1.698,0.89263,1.2241,2.6528,0.83532,2.1625,-1.3625,-0.062216,-3.4472,1.9096,-0.013241,2.7774,0.30388,-1.6859,0.85092,-1.9453,-0.88267,0.93698,-2.5569,2.3821,-0.60486,-1.7062,-3.5017,-0.33084,-1.2436,1.7526,-3.5492,-1.0904,-4.3607,1.9429,2.5472,1.9742,0.24565,4.2632,-1.5246,3.0703,0.37,-2.6308,2.6101,3.4812,-1.7242,-2.0615,1.2582,-1.8233,-0.78333,-3.2797,0.094898,-1.274,-1.5038,5.4257,-2.3211,0.71788,2.0427,0.81848,5.6368,-3.7679,-2.2501,-0.31678,-0.81977,1.5731,-1.0612,0.33855,0.35619,-0.10765,-1.1385,-0.5734,-0.47934,-1.1628,-2.318,3.9279,-0.36219,3.0063,-0.59057,3.7655,-3.5004,-2.543,2.6823,2.496,-1.556,-0.30654,-0.59695,0.18184,-3.0581,2.95,-1.0837,4.8081,1.1839,0.83933,-0.15062,-0.1259,-1.9112,3.4144,-0.2995
0.636,2.9349,0.063086,-0.095051,1.9417,1.9793,-2.0286,-3.2025,1.4571,-1.0427,2.9099,0.5937,-0.92078,-0.2714,2.8966,1.6295,3.39,1.0791,2.2767,-0.59712,-1.9835,0.85609,-1.8109,-0.082964,0.70798,-1.7162,2.0987,-0.75623,-0.70211,-0.93081,0.27032,-1.5517,2.8825,-1.2942,-2.0756,-2.9109,0.55004,2.4866,1.7707,-1.1094,3.3795,0.14489,3.2896,0.37415,-3.0802,0.30441,4.2045,-3.0326,-0.44374,0.59886,-0.1641,-2.8754,-3.1898,-0.034163,-2.2188,0.5953,4.0354,-0.60749,1.4382,0.055217,1.885,6.7816,-4.82,-5.4491,0.68381,0.50746,-0.25469,-0.58036,-0.063742,-0.59714,1.3235,1.4058,-1.9641,-1.2222,0.7814,-2.9219,-0.20062,-0.69764,0.27173,1.4388,1.5093,-2.7918,-1.3328,3.769,-0.11346,-3.7698,-0.33367,0.4543,-2.2302,0.14634,3.8204,1.842,2.0419,1.1857,1.9593,-2.1745,4.6983,-4.2203,1.2053,4.7526
-0.076097,3.0345,-0.68232,2.7333,1.9126,0.82924,-3.9739,-2.5886,-0.18707,-2.3199,2.6217,-1.6749,2.6163,-2.0273,1.3213,0.71237,2.462,1.8245,-0.87926,-0.16794,-1.6678,2.0214,-0.67879,2.335,1.894,-2.1897,2.8074,-1.8366,1.0776,-0.018558,-1.1352,-3.5077,3.1091,-2.154,-0.84811,-4.4384,0.21026,1.879,4.8871,1.7729,5.3824,1.047,2.3372,0.1974,-1.4328,-0.82189,2.5477,-2.4516,-0.4593,2.8717,-2.7556,0.55303,-3.07,2.5583,-1.3141,-0.29437,5.1942,-1.9292,1.9325,-0.91125,0.58847,3.95,-6.8321,-3.8726,-0.5865,-0.47581,-0.28277,-1.1641,1.0911,-0.048296,-0.74116,0.055665,0.067953,-1.8785,1.657,-0.090277,0.73831,1.3972,2.3152,-0.66191,2.9081,-1.2492,-4.0375,5.4005,0.22508,-0.77723,1.3554,0.072945,-1.3579,2.4298,2.5072,0.59366,2.6273,3.6086,-1.2309,-2.9892,4.7141,-1.2132,1.1008,1.1346
